time,latitude,longitude,depth,magnitude,place
1687001421965,-23.2651,-175.8247,10.0,5.0,"231 km SSW of ‘Ohonua, Tonga"
1687001180456,-23.4652,-175.472,22.0,6.1,"241 km SSW of ‘Ohonua, Tonga"
1686996920647,19.1623,121.2038,36.349,5.5,"61 km N of Namuac, Philippines"
1686977896693,7.6011,-82.3225,16.833,5.3,"69 km S of Boca Chica, Panama"
1686961575154,41.1421,142.7329,34.0,5.6,"110 km S of Honchō, Japan"
1686947444730,-23.5832,-175.8992,13.985,5.5,"266 km SSW of ?Ohonua, Tonga"
1686942651064,-23.5577,-175.6208,16.0,6.2,"254 km SSW of ‘Ohonua, Tonga"
1686935073395,-23.4576,-175.8382,10.0,5.0,"251 km SSW of ‘Ohonua, Tonga"
1686912325568,-23.5603,-175.602,20.0,5.8,"254 km SSW of ‘Ohonua, Tonga"
1686904894974,-23.4104,-175.9564,17.595,5.1,"251 km SSW of ‘Ohonua, Tonga"
1686903094184,-23.5201,-175.9259,20.0,6.0,"261 km SSW of ‘Ohonua, Tonga"
1686890771360,24.7339,92.0224,10.0,5.0,India-Bangladesh border region
1686856054544,-34.5251,-71.882,41.754,5.4,"49 km WNW of Santa Cruz, Chile"
1686852388572,-22.9936,-177.1067,179.0,7.2,"274 km SW of Houma, Tonga"
1686795563272,13.7629,120.7203,112.0,6.2,"Mindoro, Philippines"
1686793588063,-29.3252,-176.9084,10.0,5.3,Kermadec Islands region
1686787318184,-29.2585,-177.145,48.209,5.2,"Kermadec Islands, New Zealand"
1686761633050,-29.1869,-176.778,18.201,5.5,Kermadec Islands region
1686681354149,-29.2012,-177.0261,35.0,5.3,"Kermadec Islands, New Zealand"
1686677898642,-29.346,-177.1333,45.095,5.2,"Kermadec Islands, New Zealand"
1686675801821,-29.199,-177.2744,62.415,5.2,"Kermadec Islands, New Zealand"
1686675699340,-29.3404,-176.9828,43.863,5.4,Kermadec Islands region
1686675622595,-29.2435,-177.0723,50.032,5.2,"Kermadec Islands, New Zealand"
1686672962706,51.5094,-178.5094,19.214,5.3,"135 km WSW of Adak, Alaska"
1686659414663,-3.172,147.506,10.0,5.1,"128 km SSE of Lorengau, Papua New Guinea"
1686643420348,33.1191,75.9074,10.0,5.2,"23 km NE of Bhadarwāh, India"
1686533023822,24.1082,143.0146,10.0,5.0,"Volcano Islands, Japan region"
1686488927379,-56.9169,147.6805,10.0,5.8,west of Macquarie Island
1686483293408,-6.2358,150.6449,10.0,5.2,"94 km SE of Kimbe, Papua New Guinea"
1686477284886,42.5268,141.9005,121.0,6.2,"20 km WSW of Biratori, Japan"
1686466307136,-2.9534,136.6526,42.782,5.2,"135 km ENE of Nabire, Indonesia"
1686452281595,46.1872,153.1618,10.0,5.2,Kuril Islands
1686388370137,-15.954,-179.0523,10.0,5.7,"177 km ENE of Labasa, Fiji"
1686345702613,-60.5065,160.2974,10.0,5.9,Macquarie Island region
1686343408532,-47.3188,-12.6236,10.0,5.7,southern Mid-Atlantic Ridge
1686310415865,7.1882,-34.015,10.0,5.3,central Mid-Atlantic Ridge
1686256305814,52.1605,177.7846,7.234,5.7,"Rat Islands, Aleutian Islands, Alaska"
1686215967447,-22.3497,170.28,11.0,5.7,"263 km ESE of Tadine, New Caledonia"
1686209571356,-5.6982,151.9814,10.0,5.0,"153 km SSW of Kokopo, Papua New Guinea"
1686196952597,-55.4402,-1.7995,10.0,5.2,Bouvet Island region
1686159563875,6.0189,-77.8504,10.0,5.1,"54 km WSW of Bahía Solano, Colombia"
1686157495412,-8.8517,110.7921,18.0,5.6,"146 km S of Wonosari, Indonesia"
1686096025748,-60.3542,-26.9678,35.0,5.1,South Sandwich Islands region
1686094690066,-23.053,170.4734,17.452,5.2,southeast of the Loyalty Islands
1686088082492,-23.0558,170.2262,10.0,5.1,"283 km E of Vao, New Caledonia"
1685979700969,-5.7319,151.9904,10.0,5.2,"156 km SSW of Kokopo, Papua New Guinea"
1685966130521,-15.8993,-72.0405,10.0,5.0,southern Peru
1685933159297,-62.2765,155.4298,10.0,5.8,Balleny Islands region
1685925473735,-56.6991,147.6358,10.0,5.3,west of Macquarie Island
1685916632071,25.1816,128.2919,10.0,5.0,"121 km SSE of Itoman, Japan"
1685857924205,-3.0827,137.3178,52.249,5.1,"Papua, Indonesia"
1685848617133,-15.2113,-173.1804,35.0,5.3,"105 km NE of Hihifo, Tonga"
1685838310260,-6.8207,130.3819,114.92,5.2,"293 km WSW of Tual, Indonesia"
1685800683320,12.5626,48.0922,10.0,5.5,"155 km N of Las Khorey, Somalia"
1685788540433,41.978,142.5738,61.61,5.0,"26 km SW of Urakawa, Japan"
1685787355032,12.4621,47.9835,10.0,5.6,"145 km N of Las Khorey, Somalia"
1685786913954,-20.6949,-68.7311,100.084,5.0,"76 km NW of Ollagüe, Chile"
1685776666330,12.6434,48.1757,10.0,5.8,"164 km N of Las Khorey, Somalia"
1685773407578,12.4599,48.2599,10.0,5.2,"144 km N of Las Khorey, Somalia"
1685760492487,-15.8418,-71.9907,10.0,5.0,"17 km SE of Huambo, Peru"
1685759259252,-15.8595,-71.7954,10.0,5.1,"Arequipa, Peru"
1685756955167,-15.6647,-71.5943,10.0,5.4,"3 km SSE of Chivay, Peru"
1685756668193,-18.4392,168.1268,35.0,5.0,Vanuatu
1685751104990,-27.4475,-66.5322,10.0,5.0,"Catamarca, Argentina"
1685727559640,-22.7789,-176.1183,80.485,5.1,"197 km SSW of Houma, Tonga"
1685720556189,-60.9422,-25.4991,10.0,5.3,South Sandwich Islands region
1685683536841,12.4233,144.7323,10.0,5.1,"93 km S of Merizo Village, Guam"
1685680291862,-23.7819,171.8772,10.0,5.1,southeast of the Loyalty Islands
1685659963629,-11.693,166.357,70.892,5.4,"123 km SSE of Lata, Solomon Islands"
1685577917320,-5.7635,151.9878,35.0,5.1,"160 km S of Kokopo, Papua New Guinea"
1685570198078,-3.6262,128.2527,117.6,5.2,"10 km NE of Ambon, Indonesia"
1685541705334,55.3206,163.0997,10.0,5.5,"108 km SSE of Ust’-Kamchatsk Staryy, Russia"
1685532014013,25.1051,96.2315,10.0,5.9,"121 km WSW of Myitkyina, Myanmar"
1685530517932,1.4577,-90.6898,10.0,5.3,"246 km N of Puerto Ayora, Ecuador"
1685505893381,39.6636,54.9322,40.021,5.0,"51 km ENE of Balkanabat, Turkmenistan"
1685499683997,-49.6093,163.8553,14.778,6.3,"Auckland Islands, New Zealand region"
1685494721379,-0.8752,98.673,21.087,5.1,"163 km NW of Tuapejat, Indonesia"
1685465495377,-20.7038,-70.6344,24.602,5.5,"70 km SW of La Tirana, Chile"
1685407926179,24.0473,142.9966,10.0,5.8,"Volcano Islands, Japan region"
1685397125387,-52.8793,10.4622,10.0,5.5,southwest of Africa
1685354697635,-14.9553,166.9806,35.0,5.2,"13 km NW of Port-Olry, Vanuatu"
1685336253602,-7.9935,-74.5543,154.032,5.1,"42 km N of Pucallpa, Peru"
1685297109766,-58.3678,-139.9059,10.0,5.1,Pacific-Antarctic Ridge
1685288757185,6.6964,-73.0303,163.809,5.2,"1 km W of Aratoca, Colombia"
1685278359160,-5.5104,149.7567,136.578,5.1,"42 km W of Kimbe, Papua New Guinea"
1685252996585,36.6064,71.0508,230.416,5.3,"34 km SE of Jurm, Afghanistan"
1685244594262,-10.1728,161.2187,98.028,5.6,"82 km WNW of Kirakira, Solomon Islands"
1685200907273,-57.9373,-25.6017,46.245,5.5,South Sandwich Islands region
1685146260804,-18.4836,-175.1849,222.0,6.0,Tonga
1685139505271,-39.0059,-91.372,10.0,6.0,West Chile Rise
1685136827334,-43.1776,39.1764,10.0,5.0,Prince Edward Islands region
1685095404100,35.5294,140.5281,42.0,6.1,"12 km SE of Narutō, Japan"
1685066882445,-6.1715,149.9685,68.482,5.2,"46 km E of Kandrian, Papua New Guinea"
1685032444321,-59.5954,-26.3697,111.864,5.0,South Sandwich Islands region
1685022508871,21.1001,122.0167,10.0,5.1,"72 km N of Basco, Philippines"
1685011177398,-23.2483,170.774,10.0,5.5,southeast of the Loyalty Islands
1684984496885,8.8411,-77.0924,10.0,5.0,"40 km ENE of Puerto Obaldía, Panama"
1684983932956,8.9223,-77.0904,13.0,6.5,"45 km NE of Puerto Obaldía, Panama"
1684943374402,-6.9484,129.5293,158.0,6.2,Banda Sea
1684934107458,-4.7194,153.1603,62.947,5.0,"107 km ESE of Kokopo, Papua New Guinea"
1684924399580,-56.7484,-140.8124,10.0,5.5,Pacific-Antarctic Ridge
1684889047040,5.6719,124.2704,17.872,5.2,"47 km SSW of Maitum, Philippines"
1684854295574,3.0781,126.7467,48.463,5.1,"204 km NW of Tobelo, Indonesia"
1684846837492,-3.8159,151.4158,10.0,5.0,"93 km WNW of Rabaul, Papua New Guinea"
1684833998106,-22.7825,170.7932,10.0,5.0,southeast of the Loyalty Islands
1684824118609,-22.9954,170.3067,10.0,6.1,"290 km E of Vao, New Caledonia"
1684822932806,-23.2419,170.634,23.981,5.1,southeast of the Loyalty Islands
1684796053259,-22.6736,169.8453,10.0,5.0,"238 km ESE of Tadine, New Caledonia"
1684791956090,-22.9658,170.4881,10.0,5.0,southeast of the Loyalty Islands
1684762572759,-7.6524,158.1943,10.0,5.2,"157 km ENE of Gizo, Solomon Islands"
1684762238655,-15.7375,-173.5636,38.748,5.0,"34 km NE of Hihifo, Tonga"
1684741360250,34.4462,139.3058,10.0,5.1,"41 km SE of Shimoda, Japan"
1684738364830,-23.7799,171.7145,16.611,5.4,southeast of the Loyalty Islands
1684730720438,-6.6092,129.2493,10.0,5.2,Banda Sea
1684723535828,26.8674,97.023,10.0,5.0,"76 km NNE of Sarupathar, India"
1684707604199,29.8362,129.1107,184.0,5.5,"135 km WSW of Kurio, Japan"
1684703500835,-52.1547,139.5343,10.0,5.4,west of Macquarie Island
1684695201184,-6.0844,147.6383,95.921,5.0,"57 km NNW of Finschhafen, Papua New Guinea"
1684694641400,40.3775,-125.5628333,10.0,5.58,"108km W of Petrolia, CA"
1684689800311,-43.8739,39.3827,10.0,5.1,Prince Edward Islands region
1684683913303,-10.2725,161.4437,82.297,6.1,"55 km WNW of Kirakira, Solomon Islands"
1684681008208,-43.3991,39.3035,28.0,6.8,Prince Edward Islands region
1684668363735,-19.3793,-173.3476,10.0,5.2,"104 km SE of Neiafu, Tonga"
1684646591962,-19.376,-173.3476,16.0,5.7,"104 km SE of Neiafu, Tonga"
1684625605954,-57.9816,-25.6146,60.393,5.1,South Sandwich Islands region
1684620525706,-23.4641,171.5298,13.5,5.1,southeast of the Loyalty Islands
1684606060973,-22.7121,170.838,10.0,5.0,southeast of the Loyalty Islands
1684589362888,-23.0243,170.7398,10.0,5.2,southeast of the Loyalty Islands
1684589234210,-23.0282,170.7914,10.0,5.1,southeast of the Loyalty Islands
1684582567797,-22.9939,170.6036,10.0,5.3,southeast of the Loyalty Islands
1684568052973,-56.6308,-69.2238,10.0,5.0,"210 km SSW of Ushuaia, Argentina"
1684557253871,-22.9946,170.4018,10.0,5.2,southeast of the Loyalty Islands
1684557084537,-22.9878,170.3852,10.0,5.1,"298 km E of Vao, New Caledonia"
1684554414017,-23.0876,170.7,30.764,5.1,southeast of the Loyalty Islands
1684551383033,-22.6791,170.8267,10.0,5.3,southeast of the Loyalty Islands
1684549724886,-23.0955,170.2964,10.0,5.0,"291 km E of Vao, New Caledonia"
1684549219902,-23.064,170.5134,21.557,5.2,southeast of the Loyalty Islands
1684549064460,-23.1421,170.697,10.0,5.4,southeast of the Loyalty Islands
1684548594333,-22.956,170.5524,10.0,6.5,southeast of the Loyalty Islands
1684548392899,-23.0658,170.4899,10.0,5.2,southeast of the Loyalty Islands
1684548232766,-23.1347,170.4528,10.0,5.2,southeast of the Loyalty Islands
1684547459158,-23.0421,170.5603,27.309,7.1,southeast of the Loyalty Islands
1684533839474,-23.1036,170.7264,10.0,5.1,southeast of the Loyalty Islands
1684516492264,-23.1226,170.9454,10.0,5.0,southeast of the Loyalty Islands
1684510734397,-18.0204,167.6371,10.0,5.0,"78 km WSW of Port-Vila, Vanuatu"
1684509303282,12.7964,49.2049,10.0,5.8,"163 km NNW of Qandala, Somalia"
1684493190344,-23.3195,171.517,12.948,5.2,southeast of the Loyalty Islands
1684493048734,-23.1549,170.7589,8.869,5.1,southeast of the Loyalty Islands
1684490659565,-23.2267,170.7076,18.187,5.0,southeast of the Loyalty Islands
1684484840391,-22.8902,170.7149,10.0,5.3,southeast of the Loyalty Islands
1684480419228,-23.1656,170.787,10.0,5.4,southeast of the Loyalty Islands
1684479727284,-23.2025,170.9954,10.0,5.0,southeast of the Loyalty Islands
1684478050100,-23.0798,170.4925,10.0,5.0,southeast of the Loyalty Islands
1684474608103,-23.0571,170.7424,10.0,5.2,southeast of the Loyalty Islands
1684473947106,-23.2365,171.2742,10.0,5.2,southeast of the Loyalty Islands
1684472764510,-23.2657,170.5753,10.0,5.2,southeast of the Loyalty Islands
1684472044186,-23.2514,170.4355,29.133,5.6,southeast of the Loyalty Islands
1684471814308,-23.1185,170.7314,34.148,5.1,southeast of the Loyalty Islands
1684470788520,-23.22,170.5591,35.908,5.1,southeast of the Loyalty Islands
1684470159849,-23.2021,170.6489,36.009,5.3,southeast of the Loyalty Islands
1684469377299,-23.2499,170.66,10.0,5.2,southeast of the Loyalty Islands
1684469364536,-23.2428,171.0634,39.41,5.2,southeast of the Loyalty Islands
1684468950663,-23.3074,171.0752,36.697,5.3,southeast of the Loyalty Islands
1684467825899,-23.1855,170.9808,10.0,5.0,southeast of the Loyalty Islands
1684466876949,-23.2812,170.584,32.94,5.3,southeast of the Loyalty Islands
1684465981262,-23.1768,170.6575,10.0,5.4,southeast of the Loyalty Islands
1684465845468,-23.1845,170.5515,33.846,5.5,southeast of the Loyalty Islands
1684465584491,-23.207,170.7182,33.261,5.9,southeast of the Loyalty Islands
1684465427964,-23.2314,171.0091,34.315,5.5,southeast of the Loyalty Islands
1684465023172,-23.2063,170.7423,18.053,7.7,southeast of the Loyalty Islands
1684436331137,34.9922,24.8491,10.789,5.1,"6 km SSW of Moíres, Greece"
1684410977006,-55.7305,-27.0087,42.4,5.2,South Sandwich Islands region
1684364519919,15.1066,-90.8052,252.0,6.4,"8 km SE of Canillá, Guatemala"
1684261332049,23.0943,-100.1202,10.0,5.0,"15 km NNW of Lázaro Cárdenas, Mexico"
1684206537581,70.3368,-15.3702,10.0,5.3,"254 km WSW of Olonkinbyen, Svalbard and Jan Mayen"
1684136379358,-22.7606,-66.4159,237.07,5.3,"73 km W of Abra Pampa, Argentina"
1684101611272,45.4259,148.5079,135.61,5.0,"54 km ENE of Kuril’sk, Russia"
1684084769550,-44.191,-16.034,10.0,5.0,southern Mid-Atlantic Ridge
1684081372640,33.3944,139.1999,10.0,5.1,"Izu Islands, Japan region"
1684078340510,0.4875,126.9209,122.433,5.0,"61 km WSW of Ternate, Indonesia"
1684073010352,33.4328,139.3741,10.0,5.2,"Izu Islands, Japan region"
1684072557089,33.4166,139.3909,10.0,5.0,"145 km SSE of Shimoda, Japan"
1684068271775,7.4664,123.5627,27.349,5.0,"14 km E of Malim, Philippines"
1684059095287,33.4427,139.3262,13.261,5.6,"141 km SSE of Shimoda, Japan"
1684057782073,11.4596,141.611,10.0,5.1,"222 km NNE of Fais, Micronesia"
1684053849023,33.3252,139.4954,9.473,5.0,"158 km SSE of Shimoda, Japan"
1684052501726,33.3132,139.3665,12.769,5.8,"156 km SSE of Shimoda, Japan"
1684051917378,33.3767,139.3714,18.623,5.4,"149 km SSE of Shimoda, Japan"
1684044832805,-7.2326,124.5946,556.756,5.2,"166 km NNW of Maubara, Timor Leste"
1684009187550,53.2315,-169.8065,112.0,5.4,"71 km WNW of Nikolski, Alaska"
1683988663821,10.1268,126.0458,45.197,5.0,Philippine Islands region
1683961827414,29.9909,129.9763,10.0,5.2,"53 km SW of Kurio, Japan"
1683927999774,-24.4044,-175.8109,20.087,5.2,south of Tonga
1683903711784,12.4037,144.0895,32.147,5.0,Guam region
1683886721310,40.196,-121.0998333,6.06,5.16,"4km NW of Canyondam, CA"
1683878551700,12.4049,144.1714,10.806,5.5,"109 km SSW of Merizo Village, Guam"
1683852626385,-42.9203,79.3357,10.0,5.0,Mid-Indian Ridge
1683847181990,40.2041667,-121.1095,5.85,5.48,Lake Almanor Earthquake
1683815796909,1.2029,97.0828,27.231,5.0,"59 km W of Gunungsitoli, Indonesia"
1683811993759,24.2156,125.2746,21.643,5.8,"southwestern Ryukyu Islands, Japan"
1683806597739,55.361,163.0409,22.452,5.0,"102 km SSE of Ust’-Kamchatsk Staryy, Russia"
1683798764010,42.3313,143.0155,61.946,5.2,"23 km WNW of Hiroo, Japan"
1683755604037,-20.2952,169.5446,134.389,5.0,"87 km SSE of Isangel, Vanuatu"
1683746202518,35.1171,140.0913,39.454,5.2,"2 km NNW of Kamogawa, Japan"
1683736360070,-15.611,-174.3954,198.835,5.0,"74 km WNW of Hihifo, Tonga"
1683734520334,-15.6278,-174.4925,210.0,7.6,"82 km WNW of Hihifo, Tonga"
1683692687542,-6.5679,104.7998,19.579,5.1,"115 km W of Labuan, Indonesia"
1683671513192,12.1591,143.8722,19.184,5.0,"149 km SW of Merizo Village, Guam"
1683639738282,10.972,92.0333,10.0,5.1,"109 km SW of Port Blair, India"
1683555271744,-20.5954,-174.8507,55.079,5.1,"63 km NNE of Kolonga, Tonga"
1683525735751,-56.0344,-121.4114,10.0,5.9,southern East Pacific Rise
1683507115882,-2.7506,-78.9272,90.32,5.2,"8 km W of Azogues, Ecuador"
1683459381892,17.4838,122.3072,31.537,5.2,"45 km NNW of Dicabisagan, Philippines"
1683440941051,-25.3542,-70.5138,45.565,5.2,"6 km NNW of Taltal, Chile"
1683392375172,-30.0409,-177.8513,14.242,5.1,"Kermadec Islands, New Zealand"
1683388712197,52.247,159.53,53.498,5.1,"off the east coast of the Kamchatka Peninsula, Russia"
1683348984543,15.882,-92.4035,177.839,5.0,"11 km WSW of Nueva América, Mexico"
1683323188182,22.2318,146.6154,10.0,5.1,"Volcano Islands, Japan region"
1683308836200,41.5095,141.9826,59.0,5.9,"68 km ENE of Mutsu, Japan"
1683291483876,37.4872,137.2752,10.0,5.6,"43 km NE of Anamizu, Japan"
1683287046394,-7.2201,120.1721,581.478,5.0,Flores Sea
1683286629765,-37.242,177.2433,186.0,5.6,"82 km NNE of Whakatane, New Zealand"
1683265324365,37.5476,137.2994,10.0,6.2,"49 km NE of Anamizu, Japan"
1683238834665,-8.4015,160.3855,10.0,5.1,"53 km NW of Auki, Solomon Islands"
1683183070709,-33.1658,-179.3826,24.708,5.0,south of the Kermadec Islands
1683161344476,17.4696,122.3465,19.0,5.4,"Luzon, Philippines"
1683156346766,-53.0227,-118.272,10.0,5.4,southern East Pacific Rise
1683107480143,36.4988,70.7311,194.44,5.3,"41 km SSW of Jurm, Afghanistan"
1683079948269,9.3732,-78.541,79.43,5.0,"9 km SSE of Narganá, Panama"
1683079871792,-16.3605,-72.9385,65.832,5.0,"35 km NW of El Cardo, Peru"
1683076985737,3.4003,125.9293,105.349,5.2,"227 km SSE of Sarangani, Philippines"
1683058199011,-4.0952,142.7199,119.885,5.5,"17 km NW of Ambunti, Papua New Guinea"
1683041243366,25.4011,99.2692,10.0,5.3,"26 km WSW of Bonan, China"
1683040031378,-21.3583,173.6328,10.0,5.1,Vanuatu region
1683037499586,-15.588,-172.6979,32.425,5.5,"124 km ENE of Hihifo, Tonga"
1682942398025,-29.9333,-177.1334,10.0,5.1,"Kermadec Islands, New Zealand"
1682938556527,-22.183,-179.3959,580.211,5.6,south of the Fiji Islands
1682927977739,25.9389,128.5511,10.0,5.3,"Ryukyu Islands, Japan"
1682913752228,26.012,128.5116,14.769,5.0,"72 km ESE of Katsuren-haebaru, Japan"
1682911330458,26.0161,128.4753,9.0,5.9,"69 km ESE of Katsuren-haebaru, Japan"
1682908886060,39.4369,15.5156,249.728,5.2,"33 km WSW of Cittadella del Capo, Italy"
1682907749661,26.0019,128.5201,20.024,5.3,"Ryukyu Islands, Japan"
1682907662085,26.0202,128.5306,16.2,5.1,"74 km ESE of Katsuren-haebaru, Japan"
1682900180641,-29.802,-177.4335,28.056,5.1,"Kermadec Islands, New Zealand"
1682872141489,1.3426,126.2937,19.922,5.2,Molucca Sea
1682807877171,-4.9445,133.8131,10.0,5.1,"139 km ENE of Tual, Indonesia"
1682751837191,-5.1828,153.3941,65.728,5.0,"155 km SE of Kokopo, Papua New Guinea"
1682744158758,-52.507,140.3652,10.0,5.2,west of Macquarie Island
1682705571350,-4.7811,133.9484,10.0,5.5,"162 km NE of Tual, Indonesia"
1682697629976,13.6644,120.6333,89.364,5.2,"18 km S of Calatagan, Philippines"
1682673592655,-4.775,133.8946,10.0,5.7,"157 km NE of Tual, Indonesia"
1682654078407,-16.434,67.2028,10.0,5.3,Mid-Indian Ridge
1682653866373,-25.0889,178.4405,576.784,5.6,south of the Fiji Islands
1682652850824,-25.1399,178.372,570.099,5.5,south of the Fiji Islands
1682651628476,-25.1498,178.4274,563.0,6.6,south of the Fiji Islands
1682651624419,-25.1471,178.5065,587.56,6.0,south of the Fiji Islands
1682644068801,-59.9306,-27.8993,106.795,5.7,South Sandwich Islands region
1682624753627,29.6212,81.5483,10.0,5.1,"72 km NE of Dipayal, Nepal"
1682581417769,26.0902,128.5561,10.0,5.3,"72 km SE of Ginoza, Japan"
1682575633429,-35.6137,-71.3001,85.853,5.0,"Maule, Chile"
1682560529909,-58.3373,-23.7017,10.0,5.1,South Sandwich Islands region
1682541782390,-0.7335,98.591,25.639,5.1,"168 km SSE of Teluk Dalam, Indonesia"
1682539234782,36.4294,26.3159,116.496,5.1,"13 km SSW of Astyp?laia, Greece"
1682523706474,45.7835,151.5984,71.394,5.1,"297 km E of Kuril?sk, Russia"
1682468040678,-9.0767,67.3204,10.0,5.7,Mid-Indian Ridge
1682461141967,-40.3152,176.5877,20.171,5.3,North Island of New Zealand
1682460974546,-40.2601,176.5323,21.638,5.4,"37 km E of Dannevirke, New Zealand"
1682421144944,-41.3592,-86.1327,10.0,5.6,West Chile Rise
1682400960112,-2.8231,-79.8374,68.886,5.2,"10 km NNW of Baláo, Ecuador"
1682374755925,-0.9345,98.5221,21.352,5.0,"169 km NW of Tuapejat, Indonesia"
1682366457265,-0.8082,98.5112,34.0,7.1,"171 km SSE of Teluk Dalam, Indonesia"
1682353595619,-29.9967,-177.5014,35.0,5.0,"Kermadec Islands, New Zealand"
1682333911943,9.3625,93.8685,10.0,5.0,"Nicobar Islands, India region"
1682328730079,9.2801,125.406,26.313,5.2,"13 km WSW of Jabonga, Philippines"
1682328360271,-30.1806,-177.5685,35.0,5.0,"Kermadec Islands, New Zealand"
1682302676615,-60.4609,-26.2305,10.0,5.6,South Sandwich Islands region
1682301110406,-29.858,-177.5254,35.0,5.2,"Kermadec Islands, New Zealand"
1682298320188,-29.7434,-177.5995,35.0,5.5,"Kermadec Islands, New Zealand"
1682296915894,-29.9574,-177.8386,46.755,7.1,"Kermadec Islands, New Zealand"
1682293169777,-59.5662,-26.4452,76.656,5.4,South Sandwich Islands region
1682267052118,-29.4831,-177.1487,45.801,5.0,"Kermadec Islands, New Zealand"
1682266998663,14.2645,118.9138,10.0,5.3,"129 km WNW of Cabra, Philippines"
1682241560832,17.52,122.3026,36.524,5.3,"48 km ESE of Lapi, Philippines"
1682221629255,-29.2538,-177.0885,44.257,5.1,"Kermadec Islands, New Zealand"
1682216920395,-20.7399,-173.7494,10.0,5.1,"120 km SSE of Pangai, Tonga"
1682206432510,-0.8016,98.6029,18.401,5.2,"170 km W of Pariaman, Indonesia"
1682199396785,-56.4144,-141.5486,10.0,5.0,Pacific-Antarctic Ridge
1682198455405,-0.8598,98.5035,22.72,5.2,"Kepulauan Batu, Indonesia"
1682198267741,-0.9402,98.4892,20.0,5.7,"171 km NW of Tuapejat, Indonesia"
1682183384703,-0.7618,98.5942,21.0,5.8,"170 km W of Pariaman, Indonesia"
1682180262568,-35.2895,-104.3709,10.0,5.5,southeast of Easter Island
1682154953309,-5.3494,125.6371,13.712,5.5,Banda Sea
1682152139682,-5.2695,125.5677,10.0,5.0,Banda Sea
1682151822033,-5.2611,125.585,4.0,6.2,Banda Sea
1682118640876,-5.0803,-77.3303,37.683,5.0,northern Peru
1682115588676,35.0264,15.2188,13.812,5.5,"108 km SE of Birżebbuġa, Malta"
1682089376548,-6.303,146.4413,89.207,5.0,"63 km E of Kainantu, Papua New Guinea"
1682072473132,2.7652,127.0501,21.0,5.9,"156 km NW of Tobelo, Indonesia"
1682067992293,-38.5547,78.1488,10.0,5.7,Mid-Indian Ridge
1682057896569,-18.4978,-174.698,117.422,5.2,"77 km WNW of Neiafu, Tonga"
1681988131899,2.7147,-84.395,10.0,5.4,off the coast of Central America
1681931764984,51.5116,159.7468,10.0,5.1,"off the east coast of the Kamchatka Peninsula, Russia"
1681895163150,-5.9496,149.635,40.0,6.3,"30 km NNE of Kandrian, Papua New Guinea"
1681880128151,17.2744,-101.0622,21.079,5.2,"6 km SSW of Papanoa, Mexico"
1681792302284,-22.3188,179.4509,580.0,6.7,south of the Fiji Islands
1681785652743,54.165,159.8676,108.0,5.6,"100 km SE of Mil’kovo, Russia"
1681780225413,-31.7794,-178.9184,10.0,5.0,Kermadec Islands region
1681761441528,-31.849,-178.9512,11.264,5.4,Kermadec Islands region
1681737993440,-31.8271,-178.8268,10.0,5.1,Kermadec Islands region
1681729555812,-4.8734,102.9421,62.556,5.1,"99 km SSW of Pagar Alam, Indonesia"
1681729293114,-31.7726,-178.8645,10.0,5.2,Kermadec Islands region
1681638590983,17.8047,-61.4915,25.518,5.2,"39 km ENE of Codrington, Antigua and Barbuda"
1681592586833,-33.897,56.5081,10.0,5.0,Southwest Indian Ridge
1681571227600,-4.8305,102.9546,62.192,5.5,"94 km SSW of Pagar Alam, Indonesia"
1681570894171,-33.7441,56.0663,10.0,5.9,Southwest Indian Ridge
1681495765208,-4.4712,143.21,85.775,5.1,"New Guinea, Papua New Guinea"
1681481455589,-5.5034,152.0751,56.156,5.4,"New Britain region, Papua New Guinea"
1681468674474,-6.0524,113.0021,578.05,5.4,"113 km NNE of Bangkalan, Indonesia"
1681466145220,-6.0413,112.0478,597.0,7.0,"Java, Indonesia"
1681441295787,-2.082,139.0775,25.544,5.0,"182 km WNW of Abepura, Indonesia"
1681406420760,24.0474,-108.9527,10.0,5.3,"81 km NE of La Rivera, Mexico"
1681401867711,9.2273,125.5742,20.399,5.1,"2 km SE of Jagupit, Philippines"
1681401293808,49.215,-129.6178,7.0,6.0,"237 km SW of Port McNeill, Canada"
1681356248723,17.6028,60.0233,10.0,5.2,Owen Fracture Zone region
1681340866388,-6.425,130.9951,65.608,5.0,"213 km WSW of Tual, Indonesia"
1681307972760,-1.2968,89.4654,10.0,5.0,South Indian Ocean
1681264933250,5.8532,126.7748,83.529,5.3,"86 km SE of Pondaguitan, Philippines"
1681260228332,-32.8112,-179.076,35.0,5.0,south of the Kermadec Islands
1681216564320,-5.9469,149.6833,37.145,5.6,"32 km NNE of Kandrian, Papua New Guinea"
1681205470873,2.0579,126.5897,43.63,5.0,Molucca Sea
1681171093660,-15.1759,167.5134,128.481,5.1,"49 km ESE of Port-Olry, Vanuatu"
1681161194531,-6.4197,142.7477,10.0,5.0,"67 km SSW of Tari, Papua New Guinea"
1681140125690,-48.1671,-9.9165,10.0,5.0,southern Mid-Atlantic Ridge
1681110343262,-10.7936,164.6839,10.0,5.3,"122 km W of Lata, Solomon Islands"
1681088945974,-3.2619,148.7195,10.0,5.1,"210 km SE of Lorengau, Papua New Guinea"
1681088748399,-3.4792,148.9097,10.0,5.8,Bismarck Sea
1681087049495,-9.5889,115.1162,58.547,5.1,"88 km S of Nusa Dua, Indonesia"
